Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
19,'068,Bolivia (Plurinational State of),210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,Q,,20212023
19,'068,Bolivia (Plurinational State of),210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,Q,,20212023
19,'068,Bolivia (Plurinational State of),21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,9,X,,2022
19,'068,Bolivia (Plurinational State of),21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,28.7,X,,2022
19,'068,Bolivia (Plurinational State of),210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,2.2,X,,2022
19,'068,Bolivia (Plurinational State of),21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,24.4,X,,2019
19,'068,Bolivia (Plurinational State of),21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
19,'068,Bolivia (Plurinational State of),21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,94,X,,2022
19,'068,Bolivia (Plurinational State of),21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,69,X,,2022
19,'068,Bolivia (Plurinational State of),21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,7.9,X,,2020
19,'068,Bolivia (Plurinational State of),21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1769,E,,2023
19,'068,Bolivia (Plurinational State of),21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2283,E,,2023
19,'068,Bolivia (Plurinational State of),21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.29,E,,2023
19,'068,Bolivia (Plurinational State of),21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.97,E,,2023
19,'068,Bolivia (Plurinational State of),21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,57,E,,20202022
19,'068,Bolivia (Plurinational State of),22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2342,E,,20212023
19,'068,Bolivia (Plurinational State of),220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2336,E,Imputed value,2023
19,'068,Bolivia (Plurinational State of),22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,9565.3,X,,2022
25,'090,Solomon Islands,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,19.4,E,,20212023
25,'090,Solomon Islands,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,108,E,,20212023
25,'090,Solomon Islands,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,63,E,,20202022
25,'090,Solomon Islands,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,58.8,E,,20202022
25,'090,Solomon Islands,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,20,E,,20202022
25,'090,Solomon Islands,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,29.8,X,,2022
25,'090,Solomon Islands,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
25,'090,Solomon Islands,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,23,E,,2023
25,'090,Solomon Islands,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,0.38,X,,2022
25,'090,Solomon Islands,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,25,E,,20202022
25,'090,Solomon Islands,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,,E,,20202022
25,'090,Solomon Islands,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,100,E,,20202022
25,'090,Solomon Islands,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,O,,20212023
25,'090,Solomon Islands,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,5.5,X,,2022
25,'090,Solomon Islands,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,22.6,X,,2022
25,'090,Solomon Islands,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.1,X,,2022
25,'090,Solomon Islands,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,37.7,X,,2019
25,'090,Solomon Islands,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
25,'090,Solomon Islands,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2021,2021,%,67,X,,2021
25,'090,Solomon Islands,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2021,2021,%,35,X,,2021
25,'090,Solomon Islands,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,13.2,X,,2020
25,'090,Solomon Islands,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1708,E,,2023
25,'090,Solomon Islands,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2199,E,,2023
25,'090,Solomon Islands,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.3,E,,2023
25,'090,Solomon Islands,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.6,E,,2023
25,'090,Solomon Islands,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,53.1,E,,20202022
25,'090,Solomon Islands,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2368,E,,20212023
25,'090,Solomon Islands,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2396,E,Imputed value,2023
25,'090,Solomon Islands,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,2480.3,X,,2022
28,'104,Myanmar,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,5.3,E,,20212023
28,'104,Myanmar,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,32.9,A,FAO data,20212023
28,'104,Myanmar,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,28.8,A,FAO data,20212023
28,'104,Myanmar,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,37,A,FAO data,20212023
28,'104,Myanmar,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,31.1,A,FAO data,20212023
28,'104,Myanmar,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,25.5,A,FAO data,20212023
28,'104,Myanmar,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,36.8,A,FAO data,20212023
28,'104,Myanmar,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,121,E,,20212023
28,'104,Myanmar,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,63,E,,20202022
28,'104,Myanmar,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,79.9,E,,20202022
28,'104,Myanmar,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,22.9,E,,20202022
28,'104,Myanmar,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,24.1,X,,2022
28,'104,Myanmar,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
28,'104,Myanmar,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,31,E,,2023
28,'104,Myanmar,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-2.21,X,,2022
28,'104,Myanmar,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,10,E,,20202022
28,'104,Myanmar,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,3.5,E,,20202022
28,'104,Myanmar,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,-12.8,E,,20202022
28,'104,Myanmar,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,7.3,A,FAO data,20212023
28,'104,Myanmar,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,5.8,A,FAO data,20212023
28,'104,Myanmar,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,8.7,A,FAO data,20212023
28,'104,Myanmar,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,6.5,A,FAO data,20212023
28,'104,Myanmar,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,4.9,A,FAO data,20212023
28,'104,Myanmar,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,8.1,A,FAO data,20212023
28,'104,Myanmar,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,0.8,X,,2022
28,'104,Myanmar,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,7.4,X,,2022
28,'104,Myanmar,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,2.8,X,,2022
28,'104,Myanmar,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,42.1,X,,2019
28,'104,Myanmar,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
28,'104,Myanmar,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,57,X,,2022
