Area,Food Group Indicator,Unit,Value
Argentina,Dietary Fibre apparent intake of Cereals and their products,g/cap/d,4.5
Argentina,"Dietary Fibre apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.7
Argentina,"Dietary Fibre apparent intake of Pulses, seeds and nuts and their products",g/cap/d,0.2
Argentina,Dietary Fibre apparent intake of Milk and milk products,g/cap/d,0.0
Argentina,Dietary Fibre apparent intake of Eggs and their products,g/cap/d,0.0
Argentina,"Dietary Fibre apparent intake of Fish, shellfish and their products",g/cap/d,0.0
Argentina,Dietary Fibre apparent intake of Meat and meat products,g/cap/d,0.3
Argentina,Dietary Fibre apparent intake of Vegetables and their products,g/cap/d,1.6
Argentina,Dietary Fibre apparent intake of Fruits and their products,g/cap/d,1.1
Argentina,Dietary Fibre apparent intake of Fats and oils,g/cap/d,0.0
Argentina,Dietary Fibre apparent intake of Sweets and sugars,g/cap/d,0.3
Argentina,Dietary Fibre apparent intake of Spices and condiments,g/cap/d,0.2
Argentina,Dietary Fibre apparent intake of Beverages,g/cap/d,0.6
Argentina,Dietary Fibre apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Argentina,Dietary Fibre apparent intake of Food additives,g/cap/d,0.0
Argentina,Dietary Fibre apparent intake of Composite dishes,g/cap/d,0.9
Argentina,Dietary Fibre apparent intake of Savoury snacks,g/cap/d,0.1
Argentina,Dietary Fibre apparent intake of Miscellaneous,g/cap/d,1.4
Argentina,Calcium apparent intake of All food groups,mg/cap/d,495.0
Argentina,Calcium apparent intake of All food groups (excluding beverages),mg/cap/d,457.0
Argentina,Calcium apparent intake of Cereals and their products,mg/cap/d,37.0
Argentina,"Calcium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,3.0
Argentina,"Calcium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.0
Argentina,Calcium apparent intake of Milk and milk products,mg/cap/d,227.0
Argentina,Calcium apparent intake of Eggs and their products,mg/cap/d,7.0
Argentina,"Calcium apparent intake of Fish, shellfish and their products",mg/cap/d,2.0
Argentina,Calcium apparent intake of Meat and meat products,mg/cap/d,37.0
Argentina,Calcium apparent intake of Vegetables and their products,mg/cap/d,20.0
Argentina,Calcium apparent intake of Fruits and their products,mg/cap/d,8.0
Argentina,Calcium apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Calcium apparent intake of Sweets and sugars,mg/cap/d,23.0
Argentina,Calcium apparent intake of Spices and condiments,mg/cap/d,5.0
Argentina,Calcium apparent intake of Beverages,mg/cap/d,38.0
Argentina,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Calcium apparent intake of Food additives,mg/cap/d,0.0
Argentina,Calcium apparent intake of Composite dishes,mg/cap/d,36.0
Argentina,Calcium apparent intake of Savoury snacks,mg/cap/d,1.0
Argentina,Calcium apparent intake of Miscellaneous,mg/cap/d,50.0
Argentina,Iron apparent intake of All food groups,mg/cap/d,12.1
Argentina,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,11.7
Argentina,Iron apparent intake of Cereals and their products,mg/cap/d,4.9
Argentina,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.2
Argentina,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.1
Argentina,Iron apparent intake of Milk and milk products,mg/cap/d,0.2
Argentina,Iron apparent intake of Eggs and their products,mg/cap/d,0.2
Argentina,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Argentina,Iron apparent intake of Meat and meat products,mg/cap/d,2.8
Argentina,Iron apparent intake of Vegetables and their products,mg/cap/d,0.4
Argentina,Iron apparent intake of Fruits and their products,mg/cap/d,0.1
Argentina,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Iron apparent intake of Sweets and sugars,mg/cap/d,0.5
Argentina,Iron apparent intake of Spices and condiments,mg/cap/d,0.1
Argentina,Iron apparent intake of Beverages,mg/cap/d,0.4
Argentina,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Iron apparent intake of Food additives,mg/cap/d,0.0
Argentina,Iron apparent intake of Composite dishes,mg/cap/d,0.9
Argentina,Iron apparent intake of Savoury snacks,mg/cap/d,0.0
Argentina,Iron apparent intake of Miscellaneous,mg/cap/d,1.2
Argentina,Zinc apparent intake of All food groups,mg/cap/d,9.29
Argentina,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,9.11
Argentina,Zinc apparent intake of Cereals and their products,mg/cap/d,1.44
Argentina,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.14
Argentina,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.05
Argentina,Zinc apparent intake of Milk and milk products,mg/cap/d,0.88
Argentina,Zinc apparent intake of Eggs and their products,mg/cap/d,0.16
Argentina,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.03
Argentina,Zinc apparent intake of Meat and meat products,mg/cap/d,4.33
Argentina,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.2
Argentina,Zinc apparent intake of Fruits and their products,mg/cap/d,0.06
Argentina,Zinc apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.18
Argentina,Zinc apparent intake of Spices and condiments,mg/cap/d,0.04
Argentina,Zinc apparent intake of Beverages,mg/cap/d,0.18
Argentina,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Zinc apparent intake of Food additives,mg/cap/d,0.01
Argentina,Zinc apparent intake of Composite dishes,mg/cap/d,0.66
Argentina,Zinc apparent intake of Savoury snacks,mg/cap/d,0.01
Argentina,Zinc apparent intake of Miscellaneous,mg/cap/d,0.91
Argentina,Magnesium apparent intake of All food groups,mg/cap/d,181.0
Argentina,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,167.0
Argentina,Magnesium apparent intake of Cereals and their products,mg/cap/d,44.0
Argentina,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,8.0
Argentina,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.0
Argentina,Magnesium apparent intake of Milk and milk products,mg/cap/d,15.0
Argentina,Magnesium apparent intake of Eggs and their products,mg/cap/d,2.0
Argentina,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,1.0
Argentina,Magnesium apparent intake of Meat and meat products,mg/cap/d,33.0
Argentina,Magnesium apparent intake of Vegetables and their products,mg/cap/d,11.0
Argentina,Magnesium apparent intake of Fruits and their products,mg/cap/d,7.0
Argentina,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Magnesium apparent intake of Sweets and sugars,mg/cap/d,8.0
Argentina,Magnesium apparent intake of Spices and condiments,mg/cap/d,2.0
Argentina,Magnesium apparent intake of Beverages,mg/cap/d,14.0
Argentina,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Magnesium apparent intake of Food additives,mg/cap/d,0.0
Argentina,Magnesium apparent intake of Composite dishes,mg/cap/d,14.0
Argentina,Magnesium apparent intake of Savoury snacks,mg/cap/d,1.0
Argentina,Magnesium apparent intake of Miscellaneous,mg/cap/d,19.0
Argentina,Phosphorus apparent intake of All food groups,mg/cap/d,994.0
Argentina,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,943.0
Argentina,Phosphorus apparent intake of Cereals and their products,mg/cap/d,173.0
Argentina,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,24.0
Argentina,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,5.0
Argentina,Phosphorus apparent intake of Milk and milk products,mg/cap/d,175.0
Argentina,Phosphorus apparent intake of Eggs and their products,mg/cap/d,25.0
Argentina,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,10.0
Argentina,Phosphorus apparent intake of Meat and meat products,mg/cap/d,284.0
Argentina,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,26.0
Argentina,Phosphorus apparent intake of Fruits and their products,mg/cap/d,11.0
Argentina,Phosphorus apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,26.0
Argentina,Phosphorus apparent intake of Spices and condiments,mg/cap/d,4.0
Argentina,Phosphorus apparent intake of Beverages,mg/cap/d,51.0
Argentina,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Phosphorus apparent intake of Food additives,mg/cap/d,1.0
Argentina,Phosphorus apparent intake of Composite dishes,mg/cap/d,74.0
Argentina,Phosphorus apparent intake of Savoury snacks,mg/cap/d,2.0
Argentina,Phosphorus apparent intake of Miscellaneous,mg/cap/d,103.0
Argentina,Potassium apparent intake of All food groups,mg/cap/d,1976.0
Argentina,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,1869.0
Argentina,Potassium apparent intake of Cereals and their products,mg/cap/d,227.0
Argentina,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,235.0
Argentina,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,12.0
Argentina,Potassium apparent intake of Milk and milk products,mg/cap/d,154.0
Argentina,Potassium apparent intake of Eggs and their products,mg/cap/d,17.0
Argentina,"Potassium apparent intake of Fish, shellfish and their products",mg/cap/d,15.0
Argentina,Potassium apparent intake of Meat and meat products,mg/cap/d,433.0
Argentina,Potassium apparent intake of Vegetables and their products,mg/cap/d,205.0
Argentina,Potassium apparent intake of Fruits and their products,mg/cap/d,106.0
Argentina,Potassium apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Potassium apparent intake of Sweets and sugars,mg/cap/d,54.0
Argentina,Potassium apparent intake of Spices and condiments,mg/cap/d,18.0
Argentina,Potassium apparent intake of Beverages,mg/cap/d,107.0
Argentina,Potassium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Potassium apparent intake of Food additives,mg/cap/d,1.0
Argentina,Potassium apparent intake of Composite dishes,mg/cap/d,163.0
Argentina,Potassium apparent intake of Savoury snacks,mg/cap/d,14.0
Argentina,Potassium apparent intake of Miscellaneous,mg/cap/d,214.0
Argentina,Thiamin apparent intake of All food groups,mg/cap/d,1.15
Argentina,Thiamin apparent intake of All food groups (excluding beverages),mg/cap/d,1.13
Argentina,Thiamin apparent intake of Cereals and their products,mg/cap/d,0.48
Argentina,"Thiamin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.06
Argentina,"Thiamin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.01
Argentina,Thiamin apparent intake of Milk and milk products,mg/cap/d,0.04
Argentina,Thiamin apparent intake of Eggs and their products,mg/cap/d,0.01
Argentina,"Thiamin apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Argentina,Thiamin apparent intake of Meat and meat products,mg/cap/d,0.21
Argentina,Thiamin apparent intake of Vegetables and their products,mg/cap/d,0.07
Argentina,Thiamin apparent intake of Fruits and their products,mg/cap/d,0.02
Argentina,Thiamin apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Thiamin apparent intake of Sweets and sugars,mg/cap/d,0.02
Argentina,Thiamin apparent intake of Spices and condiments,mg/cap/d,0.0
Argentina,Thiamin apparent intake of Beverages,mg/cap/d,0.02
Argentina,Thiamin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Thiamin apparent intake of Food additives,mg/cap/d,0.0
Argentina,Thiamin apparent intake of Composite dishes,mg/cap/d,0.09
Argentina,Thiamin apparent intake of Savoury snacks,mg/cap/d,0.0
Argentina,Thiamin apparent intake of Miscellaneous,mg/cap/d,0.11
Argentina,Riboflavin apparent intake of All food groups,mg/cap/d,1.55
Argentina,Riboflavin apparent intake of All food groups (excluding beverages),mg/cap/d,1.52
Argentina,Riboflavin apparent intake of Cereals and their products,mg/cap/d,0.53
Argentina,"Riboflavin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.0
Argentina,"Riboflavin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Milk and milk products,mg/cap/d,0.25
Argentina,Riboflavin apparent intake of Eggs and their products,mg/cap/d,0.06
Argentina,"Riboflavin apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Meat and meat products,mg/cap/d,0.32
Argentina,Riboflavin apparent intake of Vegetables and their products,mg/cap/d,0.03
Argentina,Riboflavin apparent intake of Fruits and their products,mg/cap/d,0.02
Argentina,Riboflavin apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Sweets and sugars,mg/cap/d,0.04
Argentina,Riboflavin apparent intake of Spices and condiments,mg/cap/d,0.01
Argentina,Riboflavin apparent intake of Beverages,mg/cap/d,0.03
Argentina,Riboflavin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Food additives,mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Composite dishes,mg/cap/d,0.11
Argentina,Riboflavin apparent intake of Savoury snacks,mg/cap/d,0.0
Argentina,Riboflavin apparent intake of Miscellaneous,mg/cap/d,0.15
Argentina,Vitamin C apparent intake of All food groups,mg/cap/d,72.0
Argentina,Vitamin C apparent intake of All food groups (excluding beverages),mg/cap/d,61.0
Argentina,Vitamin C apparent intake of Cereals and their products,mg/cap/d,0.0
Argentina,"Vitamin C apparent intake of Roots, tubers, plantains and their products",mg/cap/d,18.0
Argentina,"Vitamin C apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Milk and milk products,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Eggs and their products,mg/cap/d,0.0
Argentina,"Vitamin C apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Meat and meat products,mg/cap/d,3.0
Argentina,Vitamin C apparent intake of Vegetables and their products,mg/cap/d,14.0
Argentina,Vitamin C apparent intake of Fruits and their products,mg/cap/d,10.0
Argentina,Vitamin C apparent intake of Fats and oils,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Sweets and sugars,mg/cap/d,1.0
Argentina,Vitamin C apparent intake of Spices and condiments,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Beverages,mg/cap/d,11.0
Argentina,Vitamin C apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Food additives,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Composite dishes,mg/cap/d,5.0
Argentina,Vitamin C apparent intake of Savoury snacks,mg/cap/d,0.0
Argentina,Vitamin C apparent intake of Miscellaneous,mg/cap/d,8.0
Argentina,Vitamin B6 apparent intake of All food groups,mg/cap/d,1.62
Argentina,Vitamin B6 apparent intake of All food groups (excluding beverages),mg/cap/d,1.58
Argentina,Vitamin B6 apparent intake of Cereals and their products,mg/cap/d,0.47
Argentina,"Vitamin B6 apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.09
Argentina,"Vitamin B6 apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.01
Argentina,Vitamin B6 apparent intake of Milk and milk products,mg/cap/d,0.02
Argentina,Vitamin B6 apparent intake of Eggs and their products,mg/cap/d,0.02
Argentina,"Vitamin B6 apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Argentina,Vitamin B6 apparent intake of Meat and meat products,mg/cap/d,0.49
Argentina,Vitamin B6 apparent intake of Vegetables and their products,mg/cap/d,0.09
